customer_id,recency,frequency,monetary,ml_cluster,rfm_segment,r_score,f_score,m_score
CUST_01591,40,9,2341.92,2,Potential Loyalists,5,3,4
CUST_01592,587,8,591.12,1,At Risk,1,3,2
CUST_01593,164,13,1357.87,2,Loyal Customers,4,4,3
CUST_01594,146,12,2308.83,2,Champions,4,4,4
CUST_01595,70,6,511.09,2,Potential Loyalists,4,2,2
CUST_01596,557,7,1570.5,1,At Risk,1,3,3
CUST_01597,602,1,11.49,5,Hibernating,1,1,1
CUST_01598,542,10,1057.99,1,At Risk,1,3,3
CUST_01599,476,6,735.86,1,Hibernating,2,2,2
CUST_01600,171,16,2501.91,6,Champions,4,4,4
CUST_01601,195,20,4909.45,7,Champions,4,5,5
CUST_01602,404,7,1126.48,1,At Risk,2,3,3
CUST_01603,82,17,3122.3,2,Champions,4,4,4
CUST_01604,149,9,1638.3,2,Potential Loyalists,4,3,3
CUST_01605,20,5,978.4,2,Potential Loyalists,5,2,3
CUST_01606,543,1,85.31,1,Hibernating,1,1,1
CUST_01607,387,7,388.78000000000003,1,At Risk,2,3,2
CUST_01608,141,29,7194.09,7,Champions,4,5,5
CUST_01609,243,11,2282.29,6,Loyal Customers,3,4,4
CUST_01610,216,2,50.56,4,New Customers,4,1,1
CUST_01611,265,8,1952.58,4,Need Attention,3,3,4
CUST_01612,364,1,14.8,4,Need Attention,3,1,1
CUST_01613,515,2,132.31,1,Hibernating,2,1,1
CUST_01614,784,1,137.97,5,Hibernating,1,1,1
CUST_01615,21,12,1724.04,2,Champions,5,4,4
CUST_01616,610,1,113.8,5,Hibernating,1,1,1
CUST_01617,11,11,1706.19,2,Champions,5,4,4
CUST_01618,213,29,5027.08,7,Champions,4,5,5
CUST_01619,608,6,861.45,1,Hibernating,1,2,3
CUST_01620,440,7,949.15,1,At Risk,2,3,3
CUST_01621,703,2,170.86,5,Hibernating,1,1,1
CUST_01622,322,1,183.44,4,Need Attention,3,1,1
CUST_01623,1,33,9494.09,3,Champions,5,5,5
CUST_01624,156,8,1390.47,2,Potential Loyalists,4,3,3
CUST_01625,412,27,6996.3,0,Cannot Lose Them,2,5,5
CUST_01626,800,1,50.87,5,Hibernating,1,1,1
CUST_01627,107,9,696.71,2,Potential Loyalists,4,3,2
CUST_01628,345,37,10117.630000000001,3,Loyal Customers,3,5,5
CUST_01629,174,5,444.5,4,Potential Loyalists,4,2,2
CUST_01630,477,12,1916.05,1,Cannot Lose Them,2,4,4
CUST_01631,47,6,896.6400000000001,2,Potential Loyalists,5,2,3
CUST_01632,98,20,5862.1,7,Champions,4,5,5
CUST_01633,192,5,529.2099999999999,4,Potential Loyalists,4,2,2
CUST_01634,272,5,590.5,4,Need Attention,3,2,2
CUST_01635,134,33,9358.22,3,Champions,4,5,5
CUST_01636,3,25,6172.34,7,Champions,5,5,5
CUST_01637,59,4,242.15,2,Potential Loyalists,4,2,1
CUST_01638,545,27,6313.63,0,Cannot Lose Them,1,5,5
CUST_01639,357,4,260.44,4,Need Attention,3,2,1
CUST_01640,668,5,891.46,5,Hibernating,1,2,3
CUST_01641,507,26,7654.16,0,Cannot Lose Them,2,5,5
CUST_01642,696,9,1558.04,5,At Risk,1,3,3
CUST_01643,575,1,95.46,1,Hibernating,1,1,1
CUST_01644,462,2,32.64,1,Hibernating,2,1,1
CUST_01645,402,5,326.26,1,Hibernating,2,2,2
CUST_01646,602,12,2287.0699999999997,1,Cannot Lose Them,1,4,4
CUST_01647,252,7,1179.02,4,Need Attention,3,3,3
CUST_01648,234,2,43.129999999999995,4,Need Attention,3,1,1
CUST_01649,490,15,2701.38,6,Cannot Lose Them,2,4,4
CUST_01650,328,11,1737.94,6,Loyal Customers,3,4,4
CUST_01651,185,9,1191.68,2,Potential Loyalists,4,3,3
CUST_01652,299,17,3603.15,6,Loyal Customers,3,4,4
CUST_01653,53,10,1548.98,2,Potential Loyalists,5,3,3
CUST_01654,212,12,2784.82,6,Champions,4,4,4
CUST_01655,540,6,500.57,1,Hibernating,1,2,2
CUST_01656,25,11,2169.04,2,Champions,5,4,4
CUST_01657,36,5,539.42,2,Potential Loyalists,5,2,2
CUST_01658,37,6,892.2199999999999,2,Potential Loyalists,5,2,3
CUST_01659,305,1,262.69,4,Need Attention,3,1,1
CUST_01660,559,1,10.32,1,Hibernating,1,1,1
CUST_01661,27,11,2193.71,2,Champions,5,4,4
CUST_01662,458,5,268.45,1,Hibernating,2,2,1
CUST_01663,194,2,209.18,4,New Customers,4,1,1
CUST_01664,6,11,2201.98,2,Champions,5,4,4
CUST_01665,31,10,1299.69,2,Potential Loyalists,5,3,3
CUST_01666,345,9,1575.94,6,Need Attention,3,3,3
CUST_01667,44,17,2789.4,2,Champions,5,4,4
CUST_01668,160,12,2009.3000000000002,2,Champions,4,4,4
CUST_01669,444,16,2424.89,6,Cannot Lose Them,2,4,4
CUST_01670,648,3,642.51,5,Hibernating,1,2,2
CUST_01671,351,8,1579.77,4,Need Attention,3,3,3
CUST_01672,204,3,239.97,4,Potential Loyalists,4,2,1
CUST_01673,314,8,1142.3200000000002,4,Need Attention,3,3,3
CUST_01674,652,5,986.69,5,Hibernating,1,2,3
CUST_01675,88,4,914.24,2,Potential Loyalists,4,2,3
CUST_01676,97,11,1506.44,2,Loyal Customers,4,4,3
CUST_01677,752,1,171.64,5,Hibernating,1,1,1
CUST_01678,27,10,1203.99,2,Potential Loyalists,5,3,3
CUST_01679,200,5,1013.95,4,Potential Loyalists,4,2,3
CUST_01680,162,37,9014.710000000001,3,Champions,4,5,5
CUST_01681,5,13,2826.61,2,Champions,5,4,4
CUST_01682,9,8,1121.97,2,Potential Loyalists,5,3,3
CUST_01683,142,10,2059.24,2,Potential Loyalists,4,3,4
CUST_01684,52,7,1389.4099999999999,2,Potential Loyalists,5,3,3
CUST_01685,452,2,140.53,1,Hibernating,2,1,1
CUST_01686,903,1,84.51,5,Hibernating,1,1,1
CUST_01687,526,11,1911.38,1,Cannot Lose Them,2,4,4
CUST_01688,17,10,2499.94,2,Potential Loyalists,5,3,4
CUST_01689,623,1,48.86,5,Hibernating,1,1,1
CUST_01690,124,2,77.38,4,New Customers,4,1,1
CUST_01691,42,5,414.21000000000004,2,Potential Loyalists,5,2,2
CUST_01692,2,20,5141.62,7,Champions,5,5,5
CUST_01693,755,18,3437.31,0,Cannot Lose Them,1,4,4
CUST_01694,4,35,11889.91,3,Champions,5,5,5
CUST_01695,121,24,5971.35,7,Champions,4,5,5
CUST_01696,393,1,20.81,4,Hibernating,2,1,1
CUST_01697,419,10,946.99,1,At Risk,2,3,3
CUST_01698,589,20,6293.1,0,Cannot Lose Them,1,5,5
CUST_01699,547,4,461.05,1,Hibernating,1,2,2
CUST_01700,718,2,379.26,5,Hibernating,1,1,2
CUST_01701,14,11,1481.64,2,Loyal Customers,5,4,3
CUST_01702,3,4,728.3,2,Potential Loyalists,5,2,2
CUST_01703,464,6,1057.91,1,Hibernating,2,2,3
CUST_01704,341,26,8525.78,0,Loyal Customers,3,5,5
CUST_01705,799,1,75.78,5,Hibernating,1,1,1
CUST_01706,78,8,882.07,2,Potential Loyalists,4,3,3
CUST_01707,10,21,6169.79,7,Champions,5,5,5
CUST_01708,289,12,1826.82,6,Loyal Customers,3,4,4
CUST_01709,562,8,1037.43,1,At Risk,1,3,3
CUST_01710,109,9,1607.19,2,Potential Loyalists,4,3,3
CUST_01711,778,2,341.33000000000004,5,Hibernating,1,1,2
CUST_01712,371,8,1972.89,6,Cannot Lose Them,2,3,4
CUST_01713,44,22,5495.35,7,Champions,5,5,5
CUST_01714,316,7,443.06,4,Need Attention,3,3,2
CUST_01715,851,1,136.35,5,Hibernating,1,1,1
CUST_01716,365,13,1679.14,6,Loyal Customers,3,4,4
CUST_01717,515,8,786.6999999999999,1,At Risk,2,3,2
CUST_01718,193,2,111.7,4,New Customers,4,1,1
CUST_01719,220,6,649.06,4,Need Attention,3,2,2
CUST_01720,486,36,8221.05,0,Cannot Lose Them,2,5,5
CUST_01721,937,1,333.54,5,Hibernating,1,1,2
CUST_01722,501,26,9396.93,0,Cannot Lose Them,2,5,5
CUST_01723,159,16,3971.0,6,Champions,4,4,5
CUST_01724,15,9,1687.81,2,Potential Loyalists,5,3,4
CUST_01725,384,6,982.91,1,Hibernating,2,2,3
CUST_01726,677,4,732.87,5,Hibernating,1,2,2
CUST_01727,573,8,1453.81,1,At Risk,1,3,3
CUST_01728,645,21,3801.58,0,Cannot Lose Them,1,5,4
CUST_01729,239,29,10568.64,3,Loyal Customers,3,5,5
CUST_01730,436,1,111.97,1,Hibernating,2,1,1
CUST_01731,28,10,1450.88,2,Potential Loyalists,5,3,3
CUST_01732,593,5,427.07,1,Hibernating,1,2,2
CUST_01733,208,38,8651.78,3,Champions,4,5,5
CUST_01734,525,20,6335.49,0,Cannot Lose Them,2,5,5
CUST_01735,383,2,71.38,4,Hibernating,2,1,1
CUST_01736,260,6,640.3399999999999,4,Need Attention,3,2,2
CUST_01737,35,7,657.31,2,Potential Loyalists,5,3,2
CUST_01738,658,2,159.76,5,Hibernating,1,1,1
CUST_01739,936,1,24.04,5,Hibernating,1,1,1
CUST_01740,728,20,5601.47,0,Cannot Lose Them,1,5,5
CUST_01741,12,17,2954.92,2,Champions,5,4,4
CUST_01742,514,7,982.2,1,At Risk,2,3,3
CUST_01743,154,9,1896.88,2,Potential Loyalists,4,3,4
CUST_01744,287,36,8887.79,3,Loyal Customers,3,5,5
CUST_01745,117,8,1017.4,2,Potential Loyalists,4,3,3
CUST_01746,34,15,2167.94,2,Champions,5,4,4
CUST_01747,140,7,995.84,2,Potential Loyalists,4,3,3
CUST_01748,662,20,5231.25,0,Cannot Lose Them,1,5,5
CUST_01749,430,1,26.14,1,Hibernating,2,1,1
CUST_01750,220,9,979.28,4,Need Attention,3,3,3
CUST_01751,523,1,27.04,1,Hibernating,2,1,1
CUST_01752,2,27,6934.02,7,Champions,5,5,5
CUST_01753,97,38,9453.28,3,Champions,4,5,5
CUST_01754,575,11,1380.47,1,Loyal Customers,1,4,3
CUST_01755,249,18,2045.2,6,Loyal Customers,3,4,4
CUST_01756,305,37,11025.26,3,Loyal Customers,3,5,5
CUST_01757,73,17,4331.85,7,Champions,4,4,5
CUST_01758,77,36,8897.5,3,Champions,4,5,5
CUST_01759,402,2,39.769999999999996,4,Hibernating,2,1,1
CUST_01760,487,1,36.3,1,Hibernating,2,1,1
CUST_01761,770,8,853.34,5,At Risk,1,3,3
CUST_01762,213,25,8253.55,7,Champions,4,5,5
CUST_01763,423,3,828.3199999999999,1,Hibernating,2,2,2
CUST_01764,322,38,11883.85,3,Loyal Customers,3,5,5
CUST_01765,772,1,245.99,5,Hibernating,1,1,1
CUST_01766,347,8,1065.53,4,Need Attention,3,3,3
CUST_01767,10,24,7564.23,7,Champions,5,5,5
CUST_01768,49,5,616.89,2,Potential Loyalists,5,2,2
CUST_01769,295,8,1094.87,4,Need Attention,3,3,3
CUST_01770,583,5,566.47,1,Hibernating,1,2,2
CUST_01771,102,15,1393.14,2,Loyal Customers,4,4,3
CUST_01772,11,15,2411.68,2,Champions,5,4,4
CUST_01773,456,6,1063.96,1,Hibernating,2,2,3
CUST_01774,639,4,638.52,5,Hibernating,1,2,2
CUST_01775,656,2,96.53,5,Hibernating,1,1,1
CUST_01776,104,5,568.58,2,Potential Loyalists,4,2,2
CUST_01777,371,6,919.3399999999999,4,Hibernating,2,2,3
CUST_01778,585,28,7021.21,0,Cannot Lose Them,1,5,5
CUST_01779,417,11,1603.21,6,Loyal Customers,2,4,3
CUST_01780,302,3,278.4,4,Need Attention,3,2,2
CUST_01781,688,8,997.97,5,At Risk,1,3,3
CUST_01782,19,27,6968.83,7,Champions,5,5,5
CUST_01783,705,1,12.77,5,Hibernating,1,1,1
CUST_01784,339,14,1826.02,6,Loyal Customers,3,4,4
CUST_01785,272,5,811.3,4,Need Attention,3,2,2
CUST_01786,685,6,712.33,5,Hibernating,1,2,2
CUST_01787,459,1,8.07,1,Hibernating,2,1,1
CUST_01788,300,35,8430.48,3,Loyal Customers,3,5,5
CUST_01789,833,1,63.51,5,Hibernating,1,1,1
CUST_01790,202,2,79.19,4,New Customers,4,1,1
CUST_01791,280,1,255.74,4,Need Attention,3,1,1
CUST_01792,12,10,1261.97,2,Potential Loyalists,5,3,3
CUST_01793,316,9,1736.81,6,Need Attention,3,3,4
CUST_01794,24,11,2069.94,2,Champions,5,4,4
CUST_01795,841,1,197.88,5,Hibernating,1,1,1
CUST_01796,180,15,2996.34,6,Champions,4,4,4
CUST_01797,530,2,282.69,1,Hibernating,2,1,2
CUST_01798,373,22,6076.66,0,Cannot Lose Them,2,5,5
CUST_01799,650,2,129.92000000000002,5,Hibernating,1,1,1
CUST_01800,522,1,74.75,1,Hibernating,2,1,1
CUST_01801,16,9,2093.1800000000003,2,Potential Loyalists,5,3,4
CUST_01802,66,18,4294.82,7,Champions,4,4,5
CUST_01803,664,2,317.6,5,Hibernating,1,1,2
CUST_01804,97,7,610.11,2,Potential Loyalists,4,3,2
CUST_01805,227,21,5754.46,7,Loyal Customers,3,5,5
CUST_01806,373,1,134.01,4,Hibernating,2,1,1
CUST_01807,353,7,767.96,4,Need Attention,3,3,2
CUST_01808,204,3,311.54999999999995,4,Potential Loyalists,4,2,2
CUST_01809,611,10,1813.05,1,Cannot Lose Them,1,3,4
CUST_01810,473,14,3112.77,6,Cannot Lose Them,2,4,4
CUST_01811,281,1,85.37,4,Need Attention,3,1,1
CUST_01812,449,8,1293.9199999999998,1,At Risk,2,3,3
CUST_01813,329,2,65.49,4,Need Attention,3,1,1
CUST_01814,560,2,304.24,1,Hibernating,1,1,2
CUST_01815,7,35,8450.91,3,Champions,5,5,5
CUST_01816,431,8,973.3,1,At Risk,2,3,3
CUST_01817,237,4,564.56,4,Need Attention,3,2,2
CUST_01818,682,20,5631.09,0,Cannot Lose Them,1,5,5
CUST_01819,133,4,264.84,4,Potential Loyalists,4,2,1
CUST_01820,324,4,320.28999999999996,4,Need Attention,3,2,2
CUST_01821,281,7,635.3399999999999,4,Need Attention,3,3,2
CUST_01822,394,17,2275.46,6,Cannot Lose Them,2,4,4
CUST_01823,369,18,6507.99,0,Cannot Lose Them,2,4,5
CUST_01824,79,8,1072.24,2,Potential Loyalists,4,3,3
CUST_01825,41,10,1532.54,2,Potential Loyalists,5,3,3
CUST_01826,79,4,832.1700000000001,2,Potential Loyalists,4,2,3
CUST_01827,401,8,842.26,1,At Risk,2,3,3
CUST_01828,584,6,658.92,1,Hibernating,1,2,2
CUST_01829,648,9,1672.1,1,Cannot Lose Them,1,3,4
CUST_01830,384,6,674.59,1,Hibernating,2,2,2
CUST_01831,472,11,2092.95,1,Cannot Lose Them,2,4,4
CUST_01832,2,8,1400.45,2,Potential Loyalists,5,3,3
CUST_01833,513,7,1062.82,1,At Risk,2,3,3
CUST_01834,288,7,640.61,4,Need Attention,3,3,2
CUST_01835,85,33,10046.24,3,Champions,4,5,5
CUST_01836,110,15,1934.4299999999998,2,Champions,4,4,4
CUST_01837,435,2,216.35000000000002,1,Hibernating,2,1,1
CUST_01838,500,4,252.64000000000001,1,Hibernating,2,2,1
CUST_01839,566,7,644.9300000000001,1,At Risk,1,3,2
CUST_01840,107,9,1058.83,2,Potential Loyalists,4,3,3
CUST_01841,485,6,1119.66,1,Hibernating,2,2,3
CUST_01842,713,5,397.8,5,Hibernating,1,2,2
CUST_01843,334,1,55.13,4,Need Attention,3,1,1
CUST_01844,457,2,154.13,1,Hibernating,2,1,1
CUST_01845,448,1,68.57,1,Hibernating,2,1,1
CUST_01846,246,37,10631.89,3,Loyal Customers,3,5,5
CUST_01847,587,3,556.97,1,Hibernating,1,2,2
CUST_01848,347,16,2291.14,6,Loyal Customers,3,4,4
CUST_01849,792,2,194.29999999999998,5,Hibernating,1,1,1
CUST_01850,621,4,518.8299999999999,1,Hibernating,1,2,2
CUST_01851,235,7,912.1800000000001,4,Need Attention,3,3,3
CUST_01852,252,16,2163.05,6,Loyal Customers,3,4,4
CUST_01853,515,13,2940.38,6,Cannot Lose Them,2,4,4
CUST_01854,333,1,44.33,4,Need Attention,3,1,1
CUST_01855,585,6,364.19,1,Hibernating,1,2,2
CUST_01856,587,7,391.75,1,At Risk,1,3,2
CUST_01857,521,11,1559.82,1,Loyal Customers,2,4,3
CUST_01858,131,21,5398.66,7,Champions,4,5,5
CUST_01859,478,15,1811.17,6,Cannot Lose Them,2,4,4
CUST_01860,648,1,95.6,5,Hibernating,1,1,1
CUST_01861,813,1,15.69,5,Hibernating,1,1,1
CUST_01862,21,17,3990.74,7,Champions,5,4,5
CUST_01863,424,28,6432.6900000000005,0,Cannot Lose Them,2,5,5
CUST_01864,859,3,903.1,5,Hibernating,1,2,3
CUST_01865,372,2,101.35000000000001,4,Hibernating,2,1,1
CUST_01866,362,1,85.14,4,Need Attention,3,1,1
CUST_01867,320,16,3695.51,6,Loyal Customers,3,4,4
CUST_01868,8,22,6140.25,7,Champions,5,5,5
CUST_01869,111,6,751.98,2,Potential Loyalists,4,2,2
CUST_01870,14,17,3811.7,2,Champions,5,4,4
CUST_01871,257,9,1151.01,4,Need Attention,3,3,3
CUST_01872,589,5,666.35,1,Hibernating,1,2,2
CUST_01873,93,8,1405.3600000000001,2,Potential Loyalists,4,3,3
CUST_01874,20,16,3496.7,2,Champions,5,4,4
CUST_01875,340,12,1841.8000000000002,6,Loyal Customers,3,4,4
CUST_01876,611,7,536.12,1,At Risk,1,3,2
CUST_01877,818,3,378.71,5,Hibernating,1,2,2
CUST_01878,473,5,731.4,1,Hibernating,2,2,2
CUST_01879,292,1,97.4,4,Need Attention,3,1,1
CUST_01880,23,27,7732.19,7,Champions,5,5,5
CUST_01881,532,25,7333.2,0,Cannot Lose Them,1,5,5
CUST_01882,791,1,34.4,5,Hibernating,1,1,1
CUST_01883,113,9,1334.37,2,Potential Loyalists,4,3,3
CUST_01884,657,3,400.92,5,Hibernating,1,2,2
CUST_01885,380,13,1895.49,6,Cannot Lose Them,2,4,4
CUST_01886,219,6,778.37,4,Need Attention,3,2,2
CUST_01887,388,1,172.38,4,Hibernating,2,1,1
CUST_01888,450,1,112.11,1,Hibernating,2,1,1
CUST_01889,166,5,1526.1000000000001,4,Potential Loyalists,4,2,3
CUST_01890,3,14,2596.62,2,Champions,5,4,4
CUST_01891,672,1,146.07,5,Hibernating,1,1,1
CUST_01892,191,24,8812.05,7,Champions,4,5,5
CUST_01893,32,10,1417.47,2,Potential Loyalists,5,3,3
CUST_01894,346,9,1796.97,6,Need Attention,3,3,4
CUST_01895,154,32,8758.72,3,Champions,4,5,5
CUST_01896,44,18,4268.9,7,Champions,5,4,5
CUST_01897,18,22,4284.09,7,Champions,5,5,5
CUST_01898,375,13,2116.88,6,Cannot Lose Them,2,4,4
CUST_01899,151,2,214.5,4,New Customers,4,1,1
CUST_01900,281,8,1033.79,4,Need Attention,3,3,3
CUST_01901,119,7,1358.94,2,Potential Loyalists,4,3,3
CUST_01902,612,4,275.53,1,Hibernating,1,2,2
CUST_01903,800,2,129.52,5,Hibernating,1,1,1
CUST_01904,396,5,476.28,1,Hibernating,2,2,2
CUST_01905,233,2,32.35,4,Need Attention,3,1,1
CUST_01906,28,14,2323.83,2,Champions,5,4,4
CUST_01907,152,23,4615.95,7,Champions,4,5,5
CUST_01908,16,10,1134.55,2,Potential Loyalists,5,3,3
CUST_01909,16,27,7142.15,7,Champions,5,5,5
CUST_01910,126,10,1666.16,2,Potential Loyalists,4,3,4
CUST_01911,253,34,8045.47,3,Loyal Customers,3,5,5
CUST_01912,283,1,102.85,4,Need Attention,3,1,1
CUST_01913,88,11,1656.29,2,Champions,4,4,4
CUST_01914,585,13,1931.91,1,Cannot Lose Them,1,4,4
CUST_01915,39,2,45.67,2,New Customers,5,1,1
CUST_01916,34,11,2288.94,2,Champions,5,4,4
CUST_01917,194,3,543.3000000000001,4,Potential Loyalists,4,2,2
CUST_01918,190,24,5964.9,7,Champions,4,5,5
CUST_01919,389,2,297.28999999999996,4,Hibernating,2,1,2
CUST_01920,335,16,3099.79,6,Loyal Customers,3,4,4
CUST_01921,526,6,949.09,1,Hibernating,2,2,3
CUST_01922,870,1,28.35,5,Hibernating,1,1,1
CUST_01923,129,4,445.55,4,Potential Loyalists,4,2,2
CUST_01924,323,3,602.48,4,Need Attention,3,2,2
CUST_01925,602,3,467.36,1,Hibernating,1,2,2
CUST_01926,395,32,7797.88,0,Cannot Lose Them,2,5,5
CUST_01927,352,1,13.82,4,Need Attention,3,1,1
CUST_01928,400,7,824.55,1,At Risk,2,3,2
CUST_01929,364,8,790.35,4,Need Attention,3,3,2
CUST_01930,288,9,1310.99,4,Need Attention,3,3,3
CUST_01931,254,8,825.27,4,Need Attention,3,3,2
CUST_01932,641,2,50.79,5,Hibernating,1,1,1
CUST_01933,184,9,1016.1199999999999,2,Potential Loyalists,4,3,3
CUST_01934,149,22,5678.34,7,Champions,4,5,5
CUST_01935,45,6,1341.6599999999999,2,Potential Loyalists,5,2,3
CUST_01936,266,13,2185.5299999999997,6,Loyal Customers,3,4,4
CUST_01937,34,5,303.89000000000004,2,Potential Loyalists,5,2,2
CUST_01938,694,4,795.3199999999999,5,Hibernating,1,2,2
CUST_01939,704,10,2811.42,5,Cannot Lose Them,1,3,4
CUST_01940,610,9,2006.31,1,Cannot Lose Them,1,3,4
CUST_01941,385,9,1091.02,1,At Risk,2,3,3
CUST_01942,544,8,771.5799999999999,1,At Risk,1,3,2
CUST_01943,78,32,7358.84,7,Champions,4,5,5
CUST_01944,222,9,2373.46,6,Need Attention,3,3,4
CUST_01945,717,6,719.0999999999999,5,Hibernating,1,2,2
CUST_01946,205,7,679.61,4,Potential Loyalists,4,3,2
CUST_01947,629,2,88.27000000000001,5,Hibernating,1,1,1
CUST_01948,539,8,1516.84,1,At Risk,1,3,3
CUST_01949,9,35,7255.02,7,Champions,5,5,5
CUST_01950,234,12,1819.92,6,Loyal Customers,3,4,4
CUST_01951,71,7,587.78,2,Potential Loyalists,4,3,2
CUST_01952,296,35,8823.779999999999,3,Loyal Customers,3,5,5
CUST_01953,21,10,2953.16,2,Potential Loyalists,5,3,4
CUST_01954,19,36,8023.26,3,Champions,5,5,5
CUST_01955,27,8,1151.69,2,Potential Loyalists,5,3,3
CUST_01956,448,20,3877.85,6,Cannot Lose Them,2,5,5
CUST_01957,513,25,7144.849999999999,0,Cannot Lose Them,2,5,5
CUST_01958,294,6,382.6,4,Need Attention,3,2,2
CUST_01959,512,8,1078.72,1,At Risk,2,3,3
CUST_01960,466,1,39.89,1,Hibernating,2,1,1
CUST_01961,578,1,18.6,1,Hibernating,1,1,1
CUST_01962,445,2,260.69,1,Hibernating,2,1,1
CUST_01963,679,5,606.73,5,Hibernating,1,2,2
CUST_01964,541,25,6878.73,0,Cannot Lose Them,1,5,5
CUST_01965,962,1,53.9,5,Hibernating,1,1,1
CUST_01966,163,3,344.66,4,Potential Loyalists,4,2,2
CUST_01967,8,24,4755.79,7,Champions,5,5,5
CUST_01968,2,27,7391.56,7,Champions,5,5,5
CUST_01969,513,26,5686.8,0,Cannot Lose Them,2,5,5
CUST_01970,890,1,119.11,5,Hibernating,1,1,1
CUST_01971,674,4,277.75,5,Hibernating,1,2,2
CUST_01972,92,8,453.17,2,Potential Loyalists,4,3,2
CUST_01973,380,1,28.45,4,Hibernating,2,1,1
CUST_01974,19,21,8395.12,7,Champions,5,5,5
CUST_01975,352,29,6860.88,0,Loyal Customers,3,5,5
CUST_01976,33,6,861.87,2,Potential Loyalists,5,2,3
CUST_01977,29,5,761.52,2,Potential Loyalists,5,2,2
CUST_01978,747,10,990.91,5,At Risk,1,3,3
CUST_01979,19,7,864.24,2,Potential Loyalists,5,3,3
CUST_01980,283,12,2132.62,6,Loyal Customers,3,4,4
CUST_01981,70,40,13154.88,3,Champions,4,5,5
CUST_01982,749,3,479.92999999999995,5,Hibernating,1,2,2
CUST_01983,42,15,1728.83,2,Champions,5,4,4
CUST_01984,419,4,1010.89,1,Hibernating,2,2,3
CUST_01985,955,1,187.82,5,Hibernating,1,1,1
CUST_01986,424,1,16.16,1,Hibernating,2,1,1
CUST_01987,110,28,9416.16,3,Champions,4,5,5
CUST_01988,518,8,1035.81,1,At Risk,2,3,3
CUST_01989,485,1,22.89,1,Hibernating,2,1,1
CUST_01990,305,23,7266.89,0,Loyal Customers,3,5,5
CUST_01991,843,1,15.65,5,Hibernating,1,1,1
CUST_01992,102,9,1768.79,2,Potential Loyalists,4,3,4
CUST_01993,234,4,461.45000000000005,4,Need Attention,3,2,2
CUST_01994,1,14,3405.54,2,Champions,5,4,4
CUST_01995,130,4,576.91,4,Potential Loyalists,4,2,2
CUST_01996,472,9,1398.1999999999998,1,At Risk,2,3,3
CUST_01997,22,6,616.63,2,Potential Loyalists,5,2,2
CUST_01998,339,18,4143.110000000001,6,Loyal Customers,3,4,5
CUST_01999,7,10,1985.39,2,Potential Loyalists,5,3,4
CUST_02000,60,13,1965.26,2,Champions,4,4,4
CUST_02001,288,5,424.34000000000003,4,Need Attention,3,2,2
CUST_02002,351,3,448.38,4,Need Attention,3,2,2
CUST_02003,421,2,162.39000000000001,1,Hibernating,2,1,1
CUST_02004,288,2,91.53,4,Need Attention,3,1,1
CUST_02005,319,13,1963.35,6,Loyal Customers,3,4,4
CUST_02006,25,12,1731.4299999999998,2,Champions,5,4,4
CUST_02007,407,18,4459.92,6,Cannot Lose Them,2,4,5
CUST_02008,234,8,1151.0,4,Need Attention,3,3,3
CUST_02009,320,9,1823.55,6,Need Attention,3,3,4
CUST_02010,505,8,877.44,1,At Risk,2,3,3
CUST_02011,440,5,640.61,1,Hibernating,2,2,2
CUST_02012,387,7,755.79,1,At Risk,2,3,2
CUST_02013,725,3,381.1,5,Hibernating,1,2,2
CUST_02014,610,9,1724.56,1,Cannot Lose Them,1,3,4
CUST_02015,443,1,19.54,1,Hibernating,2,1,1
CUST_02016,104,8,584.3,2,Potential Loyalists,4,3,2
CUST_02017,548,6,426.93,1,Hibernating,1,2,2
CUST_02018,500,1,14.23,1,Hibernating,2,1,1
CUST_02019,123,37,8877.65,3,Champions,4,5,5
CUST_02020,3,22,5687.59,7,Champions,5,5,5
CUST_02021,123,26,6569.61,7,Champions,4,5,5
CUST_02022,199,5,903.94,4,Potential Loyalists,4,2,3
CUST_02023,301,9,1095.54,4,Need Attention,3,3,3
CUST_02024,468,6,743.91,1,Hibernating,2,2,2
CUST_02025,121,24,6597.75,7,Champions,4,5,5
CUST_02026,3,25,5265.41,7,Champions,5,5,5
CUST_02027,381,6,454.41,4,Hibernating,2,2,2
CUST_02028,30,7,733.96,2,Potential Loyalists,5,3,2
CUST_02029,101,8,1498.5300000000002,2,Potential Loyalists,4,3,3
CUST_02030,645,3,222.39000000000001,5,Hibernating,1,2,1
CUST_02031,380,4,557.9,4,Hibernating,2,2,2
CUST_02032,166,33,7218.16,7,Champions,4,5,5
CUST_02033,31,14,3060.2,2,Champions,5,4,4
CUST_02034,210,5,1048.35,4,Potential Loyalists,4,2,3
CUST_02035,369,11,1931.34,6,Cannot Lose Them,2,4,4
CUST_02036,295,11,1453.83,6,Loyal Customers,3,4,3
CUST_02037,76,8,1447.72,2,Potential Loyalists,4,3,3
CUST_02038,519,7,1171.48,1,At Risk,2,3,3
CUST_02039,81,9,1223.3700000000001,2,Potential Loyalists,4,3,3
CUST_02040,303,39,9907.76,3,Loyal Customers,3,5,5
CUST_02041,264,8,1816.65,4,Need Attention,3,3,4
CUST_02042,257,1,17.6,4,Need Attention,3,1,1
CUST_02043,8,38,11286.76,3,Champions,5,5,5
CUST_02044,321,1,25.35,4,Need Attention,3,1,1
CUST_02045,709,2,167.38,5,Hibernating,1,1,1
