transaction_id,customer_id,transaction_date,category,amount
TXN_057485,CUST_05090,07-03-2024,Clothing,309.77
TXN_052744,CUST_04680,27-06-2022,Clothing,162.05
TXN_051609,CUST_04582,03-04-2024,Electronics,625.25
TXN_066078,CUST_05857,02-06-2024,Home & Garden,149.07
TXN_051085,CUST_04546,14-06-2022,Books,71.59
TXN_067064,CUST_05949,28-08-2024,Books,15.91
TXN_013104,CUST_01158,26-06-2024,Clothing,97.03
TXN_031715,CUST_02835,19-11-2024,Clothing,143.47
TXN_052662,CUST_04673,02-03-2023,Sports,152.23
TXN_048595,CUST_04316,29-04-2023,Clothing,108.21
TXN_053362,CUST_04731,29-01-2023,Books,49.23
TXN_056613,CUST_05009,06-02-2024,Electronics,97.7
TXN_028803,CUST_02577,16-04-2023,Home & Garden,225.97
TXN_053734,CUST_04756,12-07-2023,Home & Garden,96.98
TXN_012350,CUST_01094,07-06-2023,Electronics,501.29
TXN_046656,CUST_04158,26-03-2023,Clothing,151.24
TXN_029777,CUST_02664,08-05-2023,Home & Garden,305.05
TXN_038528,CUST_03444,27-01-2023,Clothing,78.59
TXN_011450,CUST_01003,25-09-2024,Books,95.16
TXN_010145,CUST_00906,07-04-2023,Books,89.64
TXN_009726,CUST_00867,27-11-2024,Electronics,583.35
TXN_047002,CUST_04187,28-12-2023,Electronics,401.79
TXN_065537,CUST_05806,13-03-2023,Sports,186.72
TXN_047723,CUST_04251,03-06-2023,Books,43.35
TXN_036455,CUST_03266,18-12-2022,Home & Garden,290.54
TXN_065281,CUST_05778,03-01-2024,Books,33.33
TXN_060724,CUST_05397,09-03-2023,Home & Garden,136.6
TXN_025002,CUST_02255,05-09-2023,Electronics,320.29
TXN_007407,CUST_00655,01-11-2023,Sports,95.74
TXN_008089,CUST_00718,02-09-2023,Clothing,66.27
TXN_026701,CUST_02396,01-03-2023,Electronics,445.69
TXN_061249,CUST_05442,28-06-2024,Electronics,234.26
TXN_004398,CUST_00384,29-01-2023,Electronics,138.48
TXN_003459,CUST_00304,07-06-2023,Books,54.09
TXN_039477,CUST_03530,16-06-2024,Home & Garden,314.61
TXN_048681,CUST_04324,12-09-2023,Books,67.88
TXN_054502,CUST_04819,01-08-2024,Electronics,362.34
TXN_055496,CUST_04911,02-09-2023,Sports,124.19
TXN_067440,CUST_05983,15-06-2024,Books,37.94
TXN_014647,CUST_01294,03-03-2024,Home & Garden,479.68
TXN_041098,CUST_03677,04-01-2024,Home & Garden,140.17
TXN_010236,CUST_00914,26-10-2022,Electronics,754.76
TXN_025226,CUST_02270,02-03-2023,Sports,168.88
TXN_024629,CUST_02224,31-03-2024,Home & Garden,151.69
TXN_055262,CUST_04890,13-07-2023,Electronics,557.24
TXN_019393,CUST_01733,07-06-2024,Clothing,308.06
TXN_015873,CUST_01417,10-07-2022,Clothing,162.08
TXN_028436,CUST_02544,14-04-2024,Clothing,41.24
TXN_025313,CUST_02276,27-12-2024,Electronics,739.53
TXN_052419,CUST_04650,23-01-2023,Electronics,899.58
TXN_060742,CUST_05397,24-12-2023,Clothing,225.41
TXN_001839,CUST_00173,22-02-2023,Electronics,549.41
TXN_030389,CUST_02717,14-12-2023,Clothing,302.44
TXN_066462,CUST_05895,26-05-2023,Clothing,29.29
TXN_003106,CUST_00273,01-01-2023,Home & Garden,278.34
TXN_011959,CUST_01056,03-10-2024,Books,43.5
TXN_007810,CUST_00687,22-12-2023,Electronics,374.37
TXN_006237,CUST_00551,10-02-2024,Books,36.72
TXN_032241,CUST_02886,19-09-2024,Home & Garden,575.38
TXN_006397,CUST_00568,13-03-2024,Sports,86.9
TXN_031488,CUST_02809,15-09-2022,Clothing,18.94
TXN_018510,CUST_01647,24-04-2024,Books,33.96
TXN_061974,CUST_05509,29-09-2024,Electronics,574.08
TXN_067718,CUST_05999,05-03-2023,Books,78.78
TXN_042808,CUST_03854,21-03-2023,Clothing,115.49
TXN_012610,CUST_01115,27-11-2023,Electronics,409.72
TXN_008772,CUST_00774,26-03-2023,Sports,332.72
TXN_056438,CUST_04996,11-07-2023,Books,106.11
TXN_047157,CUST_04204,24-12-2022,Sports,111.22
TXN_053695,CUST_04753,04-02-2024,Electronics,1166.34
TXN_045912,CUST_04094,22-09-2022,Clothing,133.64
TXN_036781,CUST_03299,03-11-2023,Electronics,997.8
TXN_047072,CUST_04194,29-11-2023,Books,57.46
TXN_051949,CUST_04610,01-07-2023,Sports,422.27
TXN_028469,CUST_02549,25-04-2022,Clothing,98.93
TXN_045328,CUST_04052,16-11-2022,Home & Garden,363.88
TXN_041268,CUST_03696,27-11-2022,Clothing,154.38
TXN_031838,CUST_02846,13-09-2024,Home & Garden,33.48
TXN_001372,CUST_00131,26-08-2022,Books,52.78
TXN_039168,CUST_03498,12-05-2023,Home & Garden,248.01
TXN_028384,CUST_02542,02-06-2024,Sports,41.33
TXN_011912,CUST_01050,17-02-2023,Sports,127.22
TXN_043375,CUST_03909,18-05-2024,Home & Garden,42.44
TXN_032554,CUST_02918,05-01-2024,Sports,128.32
TXN_023298,CUST_02097,14-08-2023,Sports,178.8
TXN_044868,CUST_04014,13-12-2022,Books,17.79
TXN_064294,CUST_05702,11-04-2024,Books,15.74
TXN_066626,CUST_05910,15-01-2023,Home & Garden,146.88
TXN_053541,CUST_04744,22-12-2023,Sports,228.73
TXN_055825,CUST_04946,25-03-2022,Home & Garden,218.17
TXN_065052,CUST_05764,20-01-2023,Clothing,190.7
TXN_026924,CUST_02412,05-06-2024,Sports,140.25
TXN_029244,CUST_02612,29-07-2022,Sports,103.91
TXN_011533,CUST_01009,11-05-2024,Home & Garden,43.88
TXN_051222,CUST_04553,02-09-2023,Electronics,201.81
TXN_043160,CUST_03889,02-03-2023,Electronics,60.64
TXN_061637,CUST_05482,31-01-2023,Sports,97.09
TXN_033977,CUST_03047,03-12-2022,Sports,123.66
TXN_004181,CUST_00363,25-04-2024,Clothing,202.48
TXN_038006,CUST_03402,13-03-2024,Books,102.16
TXN_050536,CUST_04499,28-01-2022,Electronics,1056.38
TXN_031016,CUST_02770,06-03-2024,Books,23.38
TXN_037591,CUST_03366,20-09-2023,Books,122.34
TXN_024759,CUST_02237,17-01-2023,Clothing,47.58
TXN_023328,CUST_02102,26-10-2022,Electronics,774.94
TXN_026902,CUST_02410,30-05-2024,Books,122.76
TXN_003116,CUST_00273,12-06-2023,Home & Garden,67.77
TXN_004825,CUST_00424,20-01-2024,Sports,101.73
TXN_028323,CUST_02538,15-05-2024,Clothing,135.74
TXN_066858,CUST_05933,03-04-2023,Electronics,285.68
TXN_016931,CUST_01514,10-03-2023,Home & Garden,29.71
TXN_020434,CUST_01830,21-10-2023,Electronics,169.66
TXN_067308,CUST_05968,26-03-2024,Books,63.54
TXN_057290,CUST_05077,16-10-2023,Books,41.63
TXN_045564,CUST_04067,27-05-2022,Clothing,241.67
TXN_061027,CUST_05425,19-02-2024,Books,51.5
TXN_012118,CUST_01070,05-03-2024,Clothing,36.83
TXN_004125,CUST_00358,28-08-2022,Home & Garden,79.87
TXN_018535,CUST_01650,17-10-2023,Clothing,155.55
TXN_024549,CUST_02220,27-01-2023,Clothing,244.97
TXN_008727,CUST_00771,30-04-2023,Home & Garden,65.87
TXN_060147,CUST_05336,20-08-2023,Home & Garden,71
TXN_032387,CUST_02903,24-07-2023,Sports,112.79
TXN_066464,CUST_05895,19-11-2023,Clothing,93.76
TXN_024780,CUST_02240,11-08-2022,Home & Garden,324.68
TXN_050328,CUST_04477,23-10-2022,Books,23.22
TXN_024035,CUST_02166,19-06-2023,Clothing,81.39
TXN_001272,CUST_00125,07-08-2022,Electronics,469.51
TXN_055499,CUST_04911,05-10-2023,Sports,423.22
TXN_018488,CUST_01645,01-06-2023,Sports,47.35
TXN_007324,CUST_00645,12-02-2024,Clothing,243.03
TXN_022863,CUST_02056,07-10-2024,Clothing,77.6
TXN_010262,CUST_00915,24-05-2024,Clothing,108.74
TXN_061401,CUST_05458,27-11-2023,Sports,225.74
TXN_024653,CUST_02227,29-07-2022,Home & Garden,210.08
TXN_003943,CUST_00348,18-11-2023,Books,27.5
TXN_009407,CUST_00835,10-08-2023,Sports,29.92
TXN_061457,CUST_05465,15-12-2023,Home & Garden,194.81
TXN_025859,CUST_02320,22-01-2023,Clothing,144.34
TXN_026127,CUST_02347,01-06-2023,Electronics,421.55
TXN_065956,CUST_05847,26-06-2022,Sports,213.49
TXN_020376,CUST_01823,31-08-2023,Home & Garden,202.56
TXN_042421,CUST_03809,23-10-2023,Sports,85.78
TXN_053667,CUST_04752,21-07-2023,Sports,171.31
TXN_005596,CUST_00491,22-02-2024,Sports,225.71
TXN_015356,CUST_01363,27-02-2023,Books,82.14
TXN_026608,CUST_02387,10-12-2023,Sports,67.9
TXN_064037,CUST_05680,18-06-2023,Home & Garden,120.63
TXN_042673,CUST_03842,29-06-2024,Home & Garden,220.6
TXN_014586,CUST_01290,19-10-2022,Home & Garden,593.84
TXN_049940,CUST_04440,06-11-2023,Clothing,93.68
TXN_066199,CUST_05867,20-11-2023,Home & Garden,78.2
TXN_067381,CUST_05978,17-07-2023,Sports,112.52
TXN_052645,CUST_04672,05-10-2023,Sports,55.8
TXN_038658,CUST_03456,21-05-2024,Sports,369.12
TXN_002898,CUST_00256,18-11-2024,Home & Garden,494.05
TXN_011055,CUST_00970,12-11-2024,Clothing,100.76
TXN_027984,CUST_02507,30-04-2024,Clothing,53.11
TXN_050453,CUST_04491,30-10-2022,Clothing,43.58
TXN_056882,CUST_05042,30-12-2023,Clothing,169.85
TXN_017287,CUST_01542,17-03-2023,Home & Garden,112
TXN_059628,CUST_05289,25-05-2024,Home & Garden,80.89
TXN_047716,CUST_04251,13-01-2023,Home & Garden,240.72
TXN_052824,CUST_04683,02-01-2023,Home & Garden,141.25
TXN_040258,CUST_03594,06-08-2022,Sports,60.74
TXN_005304,CUST_00466,25-06-2023,Books,16.69
TXN_028448,CUST_02544,19-11-2024,Clothing,101.72
TXN_064534,CUST_05718,15-06-2024,Sports,94.16
TXN_017032,CUST_01521,30-06-2023,Home & Garden,315.15
TXN_048014,CUST_04271,20-10-2022,Books,77.93
TXN_061535,CUST_05471,18-03-2023,Clothing,88.29
TXN_019589,CUST_01752,08-02-2024,Books,29.67
TXN_038602,CUST_03451,07-02-2024,Electronics,216.37
TXN_033032,CUST_02965,29-07-2024,Home & Garden,53.57
TXN_060951,CUST_05416,16-12-2023,Books,71.47
TXN_063182,CUST_05607,28-06-2024,Electronics,542.94
TXN_029727,CUST_02660,05-03-2024,Electronics,412.55
TXN_012557,CUST_01111,29-08-2024,Books,20.82
TXN_006275,CUST_00553,31-05-2024,Electronics,488.38
TXN_028443,CUST_02544,28-08-2024,Sports,315.14
TXN_030906,CUST_02762,14-09-2023,Electronics,649.63
TXN_036478,CUST_03268,05-05-2023,Sports,344.96
TXN_002545,CUST_00227,30-12-2023,Electronics,342.63
TXN_015032,CUST_01335,17-04-2024,Home & Garden,218.71
TXN_064108,CUST_05685,01-10-2024,Home & Garden,365.73
TXN_024877,CUST_02247,05-05-2024,Home & Garden,227.25
TXN_028814,CUST_02578,22-12-2023,Clothing,136.92
TXN_061265,CUST_05443,20-10-2023,Sports,200.32
TXN_047140,CUST_04201,13-02-2024,Home & Garden,77.61
TXN_061370,CUST_05455,27-02-2023,Clothing,104.38
TXN_005215,CUST_00457,06-10-2023,Home & Garden,296.58
TXN_014608,CUST_01291,15-06-2023,Sports,193.24
TXN_040338,CUST_03605,27-06-2023,Electronics,341.24
TXN_056851,CUST_05037,21-08-2024,Electronics,900.32
TXN_041072,CUST_03675,03-08-2023,Books,22.89
TXN_000172,CUST_00026,05-11-2023,Clothing,55.86
TXN_012617,CUST_01116,10-11-2022,Books,12.54
TXN_001769,CUST_00168,11-06-2024,Electronics,354.65
TXN_058868,CUST_05220,10-08-2024,Home & Garden,306.46
TXN_066685,CUST_05918,23-01-2024,Clothing,92.3
TXN_051745,CUST_04596,18-11-2022,Books,56.41
TXN_055362,CUST_04897,03-01-2024,Home & Garden,152.45
TXN_036372,CUST_03261,08-09-2023,Books,73.01
TXN_008139,CUST_00724,21-02-2023,Sports,191.88
TXN_007377,CUST_00652,29-12-2022,Home & Garden,330
TXN_067288,CUST_05967,27-02-2024,Sports,211.52
TXN_051913,CUST_04607,02-10-2023,Books,23.21
TXN_002641,CUST_00232,07-01-2024,Home & Garden,491.44
TXN_049953,CUST_04441,17-12-2023,Home & Garden,297.14
TXN_005676,CUST_00500,24-08-2023,Sports,91.91
TXN_038196,CUST_03414,06-05-2024,Sports,80.59
TXN_026272,CUST_02356,12-07-2023,Clothing,205.41
TXN_028637,CUST_02562,04-04-2024,Sports,81.93
TXN_066819,CUST_05931,25-05-2023,Sports,30.35
TXN_004238,CUST_00372,04-01-2024,Clothing,132.74
TXN_057720,CUST_05116,07-11-2023,Electronics,814.92
TXN_044778,CUST_04007,05-02-2024,Electronics,106.98
TXN_001324,CUST_00128,31-05-2022,Books,125.32
TXN_018128,CUST_01617,30-11-2023,Sports,229.62
TXN_008643,CUST_00765,25-01-2024,Sports,98.34
TXN_011389,CUST_01001,31-08-2023,Sports,263.53
TXN_000711,CUST_00072,19-07-2024,Books,65.53
TXN_000318,CUST_00042,26-10-2023,Home & Garden,179.63
TXN_055981,CUST_04960,11-10-2023,Electronics,953.37
TXN_007156,CUST_00631,01-05-2024,Sports,168.09
TXN_038771,CUST_03466,25-10-2023,Books,25.35
TXN_004565,CUST_00398,15-11-2023,Sports,95.73
TXN_010199,CUST_00912,25-09-2022,Books,28.05
TXN_017916,CUST_01592,29-04-2022,Books,10.52
TXN_041728,CUST_03738,23-01-2024,Home & Garden,243.74
TXN_050608,CUST_04502,08-03-2023,Sports,92.33
TXN_048795,CUST_04339,28-09-2024,Home & Garden,257.82
TXN_000267,CUST_00038,10-02-2024,Home & Garden,67.76
TXN_023993,CUST_02157,20-05-2023,Sports,110.87
TXN_004222,CUST_00371,11-09-2022,Books,27.78
TXN_001913,CUST_00178,06-03-2024,Books,34.68
TXN_010051,CUST_00898,30-07-2022,Home & Garden,104.67
TXN_050587,CUST_04501,15-07-2023,Clothing,191.15
TXN_044291,CUST_03973,27-06-2024,Electronics,163.9
TXN_062983,CUST_05589,05-02-2024,Home & Garden,353.49
TXN_029311,CUST_02620,24-02-2024,Sports,309.84
TXN_012230,CUST_01082,24-06-2023,Clothing,39.56
TXN_013252,CUST_01172,20-05-2022,Home & Garden,535.14
TXN_061509,CUST_05468,28-10-2023,Home & Garden,202.79
TXN_008896,CUST_00787,29-04-2024,Clothing,35.47
TXN_038054,CUST_03404,12-06-2023,Sports,117.33
TXN_000844,CUST_00080,31-12-2023,Sports,58.35
TXN_044837,CUST_04012,12-04-2022,Electronics,1167.7
TXN_000961,CUST_00093,23-09-2023,Books,34.03
TXN_016148,CUST_01441,15-10-2024,Home & Garden,469.67
TXN_003707,CUST_00323,12-04-2024,Clothing,69.44
TXN_024899,CUST_02249,15-01-2023,Sports,196.52
TXN_030136,CUST_02695,19-01-2024,Home & Garden,548.89
TXN_001682,CUST_00156,02-10-2022,Books,51.44
TXN_052136,CUST_04626,23-07-2022,Books,13.33
TXN_018664,CUST_01666,22-01-2024,Home & Garden,182.54
TXN_063437,CUST_05631,10-08-2022,Books,69.02
TXN_040803,CUST_03651,29-05-2023,Electronics,556.86
TXN_008845,CUST_00782,13-12-2022,Books,44.63
TXN_027759,CUST_02491,26-02-2024,Sports,172
TXN_045491,CUST_04064,31-05-2023,Sports,273.66
TXN_013257,CUST_01172,28-07-2022,Clothing,198.1
TXN_000522,CUST_00058,08-01-2024,Sports,218.16
TXN_035552,CUST_03178,28-10-2022,Books,41.04
TXN_050696,CUST_04508,18-09-2022,Clothing,32.2
TXN_064281,CUST_05701,23-01-2023,Sports,168.59
TXN_032722,CUST_02939,24-08-2023,Books,48.26
TXN_055754,CUST_04940,08-10-2023,Sports,205.22
TXN_036410,CUST_03263,01-05-2022,Sports,401.82
TXN_025976,CUST_02332,18-03-2024,Sports,202.42
TXN_060167,CUST_05340,04-01-2024,Electronics,407.01
TXN_004242,CUST_00372,26-02-2024,Home & Garden,160.98
TXN_023144,CUST_02082,04-03-2024,Home & Garden,41.9
TXN_053234,CUST_04718,08-03-2023,Home & Garden,35.81
TXN_067450,CUST_05984,19-09-2024,Sports,145.28
TXN_028738,CUST_02569,18-11-2023,Home & Garden,324.36
TXN_048917,CUST_04357,08-10-2023,Home & Garden,426.8
TXN_006271,CUST_00553,17-11-2023,Electronics,756.43
TXN_040243,CUST_03590,17-06-2024,Clothing,93.25
TXN_052788,CUST_04681,07-05-2024,Clothing,145.89
TXN_029100,CUST_02604,08-07-2023,Sports,156
TXN_017162,CUST_01534,05-02-2023,Electronics,220.54
TXN_060477,CUST_05368,27-08-2023,Clothing,145.69
TXN_029819,CUST_02667,26-01-2023,Sports,172.65
TXN_039677,CUST_03546,14-10-2022,Clothing,85.53
TXN_003030,CUST_00266,24-11-2023,Electronics,977.47
TXN_005318,CUST_00467,26-07-2022,Clothing,293.44
TXN_060134,CUST_05334,27-04-2023,Electronics,482.37
TXN_065875,CUST_05839,16-12-2024,Clothing,83.88
TXN_057503,CUST_05093,14-11-2023,Sports,184.83
TXN_030160,CUST_02696,23-03-2024,Home & Garden,388.67
TXN_059037,CUST_05239,21-01-2023,Electronics,140.05
TXN_000668,CUST_00068,16-07-2024,Clothing,233.82
TXN_017392,CUST_01548,25-12-2024,Clothing,100.96
TXN_050856,CUST_04523,27-03-2024,Home & Garden,326.61
TXN_054657,CUST_04840,07-07-2022,Clothing,121.81
TXN_055080,CUST_04876,24-09-2024,Sports,148.76
TXN_049803,CUST_04430,23-05-2023,Sports,67.93
TXN_020331,CUST_01818,18-01-2023,Electronics,720.22
TXN_020987,CUST_01890,26-10-2023,Home & Garden,205.97
TXN_058135,CUST_05145,15-06-2023,Home & Garden,313.93
TXN_029529,CUST_02636,06-01-2023,Electronics,160.19
TXN_051372,CUST_04565,28-07-2023,Electronics,422.61
TXN_035238,CUST_03150,24-01-2024,Electronics,520.49
TXN_049274,CUST_04386,16-05-2023,Electronics,255.38
TXN_039014,CUST_03486,24-08-2024,Electronics,484.81
TXN_062555,CUST_05558,26-04-2023,Sports,96.49
TXN_026683,CUST_02391,05-11-2023,Home & Garden,249.13
TXN_060474,CUST_05367,09-08-2024,Sports,158.33
TXN_009238,CUST_00821,04-01-2024,Clothing,213.09
TXN_048650,CUST_04319,18-11-2024,Electronics,977.46
TXN_033595,CUST_03016,27-07-2023,Electronics,275.49
TXN_026000,CUST_02334,10-10-2023,Home & Garden,105.61
TXN_029240,CUST_02611,14-08-2024,Electronics,549.49
TXN_021378,CUST_01926,11-09-2022,Home & Garden,475.46
TXN_025198,CUST_02268,12-11-2023,Electronics,933.57
TXN_052543,CUST_04663,27-08-2023,Home & Garden,619.99
TXN_062597,CUST_05561,23-02-2023,Electronics,848.34
TXN_063426,CUST_05630,02-07-2024,Books,30.22
TXN_034966,CUST_03127,26-03-2024,Home & Garden,287.09
TXN_012696,CUST_01126,05-08-2023,Clothing,125.97
TXN_039834,CUST_03556,07-12-2024,Sports,74.23
TXN_010633,CUST_00946,31-10-2023,Electronics,223.74
TXN_041332,CUST_03703,27-07-2024,Home & Garden,29.62
TXN_036875,CUST_03304,21-04-2024,Home & Garden,303.67
TXN_009414,CUST_00835,29-11-2024,Electronics,174.24
TXN_065369,CUST_05791,11-02-2023,Books,15.55
TXN_054485,CUST_04816,16-02-2024,Clothing,184.08
TXN_042415,CUST_03808,03-07-2024,Electronics,272.07
TXN_034935,CUST_03125,11-08-2023,Electronics,336.66
TXN_066508,CUST_05897,27-07-2024,Home & Garden,186.27
TXN_048197,CUST_04283,13-09-2023,Clothing,301.03
TXN_048907,CUST_04357,02-04-2023,Books,46.5
TXN_041057,CUST_03674,03-01-2024,Sports,48.11
TXN_002818,CUST_00250,13-04-2024,Electronics,530.09
TXN_053266,CUST_04723,06-08-2022,Sports,218.15
TXN_005614,CUST_00491,17-12-2024,Home & Garden,575.04
TXN_052745,CUST_04680,04-07-2022,Sports,195
TXN_030866,CUST_02757,23-12-2023,Clothing,70.44
TXN_045377,CUST_04054,13-07-2023,Books,46.78
TXN_003901,CUST_00345,09-02-2022,Electronics,262.55
TXN_005426,CUST_00476,21-08-2024,Electronics,136.24
TXN_056358,CUST_04992,24-04-2023,Electronics,456.28
TXN_021015,CUST_01892,04-03-2024,Home & Garden,226.66
TXN_024664,CUST_02229,25-01-2024,Clothing,101.96
TXN_062431,CUST_05545,08-12-2024,Books,24.44
TXN_015110,CUST_01342,13-10-2023,Electronics,475.86
TXN_012833,CUST_01134,21-04-2023,Electronics,360.67
TXN_039058,CUST_03490,27-07-2024,Sports,97.15
TXN_024051,CUST_02169,10-10-2023,Clothing,36.09
TXN_060410,CUST_05362,08-05-2023,Books,60.48
TXN_005140,CUST_00452,15-10-2023,Books,11.39
TXN_056870,CUST_05040,05-03-2024,Sports,114.51
TXN_025125,CUST_02262,13-04-2024,Home & Garden,167.63
TXN_021727,CUST_01954,01-09-2024,Books,81.15
TXN_047481,CUST_04228,13-10-2023,Home & Garden,105.93
TXN_050192,CUST_04463,08-04-2023,Clothing,131.1
TXN_027330,CUST_02450,02-07-2022,Clothing,139.76
TXN_023731,CUST_02133,24-01-2023,Electronics,538.63
TXN_025748,CUST_02312,18-05-2024,Clothing,98.85
TXN_017875,CUST_01589,08-08-2024,Sports,96.69
TXN_026188,CUST_02348,02-05-2024,Sports,322.24
TXN_006172,CUST_00544,17-10-2023,Home & Garden,253.75
TXN_063682,CUST_05655,14-06-2024,Sports,138.05
TXN_056004,CUST_04960,12-10-2024,Sports,422.19
TXN_004535,CUST_00394,14-11-2023,Home & Garden,197.38
TXN_007438,CUST_00658,19-04-2024,Home & Garden,118.96
TXN_016298,CUST_01460,03-04-2023,Clothing,166.52
TXN_065181,CUST_05772,30-11-2023,Books,56.13
TXN_043819,CUST_03937,05-11-2023,Home & Garden,322.28
TXN_009882,CUST_00879,02-01-2024,Books,48.72
TXN_023924,CUST_02149,31-12-2024,Home & Garden,308.66
TXN_022825,CUST_02054,09-10-2024,Home & Garden,265.36
TXN_053722,CUST_04755,17-04-2024,Clothing,26.01
TXN_046300,CUST_04126,08-09-2023,Home & Garden,228.6
TXN_058785,CUST_05210,06-11-2023,Electronics,1238.53
TXN_021115,CUST_01898,03-10-2022,Books,42.07
TXN_066266,CUST_05871,27-11-2023,Sports,239.27
TXN_041903,CUST_03759,27-04-2024,Electronics,212.22
TXN_060423,CUST_05363,31-10-2022,Sports,250.16
TXN_018223,CUST_01624,29-07-2024,Electronics,356.62
TXN_003595,CUST_00317,28-07-2023,Books,52.68
TXN_026387,CUST_02360,31-10-2024,Clothing,34.38
TXN_063470,CUST_05634,16-06-2024,Books,40.63
TXN_045863,CUST_04088,19-10-2023,Home & Garden,272.77
TXN_019304,CUST_01728,24-12-2022,Clothing,184.36
TXN_061705,CUST_05488,18-06-2023,Clothing,139.61
TXN_050921,CUST_04525,17-09-2024,Clothing,196.69
TXN_024419,CUST_02207,17-11-2024,Electronics,733.67
TXN_006046,CUST_00529,14-11-2023,Clothing,252.39
TXN_050146,CUST_04460,15-06-2023,Home & Garden,31.46
TXN_025566,CUST_02297,21-04-2024,Home & Garden,172.28
TXN_019754,CUST_01758,02-04-2024,Home & Garden,192.27
TXN_021584,CUST_01946,10-05-2023,Books,13.18
TXN_030018,CUST_02685,09-08-2024,Books,35.75
TXN_058802,CUST_05214,16-08-2023,Clothing,86.3
TXN_059935,CUST_05315,08-02-2023,Electronics,766.15
TXN_001782,CUST_00169,31-01-2023,Sports,174.68
TXN_061866,CUST_05503,23-04-2022,Sports,281.16
TXN_022600,CUST_02036,24-02-2023,Home & Garden,239.68
TXN_055341,CUST_04894,02-06-2023,Books,60.99
TXN_005004,CUST_00439,01-06-2022,Sports,184.92
TXN_036866,CUST_03304,22-05-2023,Books,17.37
TXN_060954,CUST_05417,19-12-2023,Books,36.45
TXN_046513,CUST_04144,02-07-2023,Sports,105.86
TXN_049342,CUST_04391,01-08-2023,Clothing,117.13
TXN_062149,CUST_05524,08-08-2023,Clothing,266.33
TXN_048262,CUST_04286,28-02-2024,Sports,251.55
TXN_037795,CUST_03381,25-09-2023,Home & Garden,255.29
TXN_035639,CUST_03186,20-11-2023,Clothing,151.59
TXN_023107,CUST_02081,23-07-2022,Clothing,149.91
TXN_027213,CUST_02438,05-01-2024,Electronics,777.12
TXN_010971,CUST_00962,14-08-2023,Clothing,107.04
TXN_056624,CUST_05010,11-06-2023,Books,21.51
TXN_057475,CUST_05090,07-08-2023,Electronics,672.11
TXN_039679,CUST_03546,04-01-2023,Books,51.79
TXN_019182,CUST_01719,18-03-2024,Sports,41.29
TXN_013237,CUST_01170,23-03-2024,Sports,165.55
TXN_011532,CUST_01009,04-05-2024,Home & Garden,513.83
TXN_034909,CUST_03122,29-08-2023,Clothing,343.47
TXN_067043,CUST_05948,03-03-2023,Books,49.5
TXN_012612,CUST_01115,14-04-2024,Electronics,218.86
TXN_044852,CUST_04012,31-12-2022,Books,31.11
TXN_009856,CUST_00876,23-10-2024,Electronics,339.54
TXN_001830,CUST_00172,09-10-2024,Books,35.66
TXN_005514,CUST_00484,14-07-2023,Clothing,177.45
TXN_037479,CUST_03362,14-03-2023,Home & Garden,210.07
TXN_004631,CUST_00406,11-11-2023,Clothing,59.24
TXN_048685,CUST_04324,12-11-2023,Clothing,268.76
TXN_042054,CUST_03771,25-10-2023,Clothing,181.27
TXN_012464,CUST_01103,17-08-2023,Clothing,181.49
TXN_054598,CUST_04834,12-05-2023,Books,57.68
TXN_066265,CUST_05871,11-10-2023,Electronics,148.37
TXN_032296,CUST_02892,27-04-2023,Books,76.02
TXN_035988,CUST_03212,14-12-2024,Sports,201.52
TXN_000419,CUST_00049,26-02-2023,Home & Garden,55.58
TXN_015706,CUST_01398,01-11-2023,Clothing,137.76
TXN_055683,CUST_04932,14-05-2024,Books,42.93
TXN_034877,CUST_03122,26-03-2022,Clothing,148.57
TXN_063764,CUST_05663,25-08-2023,Home & Garden,53.79
TXN_039758,CUST_03552,14-08-2023,Sports,40.97
TXN_003451,CUST_00303,25-09-2023,Clothing,118.23
TXN_018842,CUST_01684,10-11-2024,Books,60.78
TXN_019705,CUST_01756,16-11-2023,Clothing,130.68
TXN_005649,CUST_00498,07-08-2023,Home & Garden,223.14
TXN_034145,CUST_03067,18-04-2024,Clothing,59.17
TXN_021863,CUST_01967,18-12-2024,Electronics,911.45
TXN_054584,CUST_04832,17-04-2024,Home & Garden,291.99
TXN_009705,CUST_00867,30-11-2023,Home & Garden,131
TXN_049776,CUST_04425,09-06-2024,Home & Garden,205.33
TXN_060058,CUST_05326,07-12-2022,Electronics,689.81
TXN_011164,CUST_00983,22-12-2022,Clothing,34.48
TXN_000848,CUST_00081,29-08-2023,Books,5.52
TXN_007034,CUST_00621,10-06-2024,Books,57.83
TXN_018140,CUST_01618,06-03-2023,Books,36.57
TXN_054754,CUST_04848,01-07-2023,Sports,201.7
TXN_046238,CUST_04122,05-05-2024,Sports,37.46
TXN_036314,CUST_03253,13-06-2024,Books,101.1
TXN_057963,CUST_05132,06-12-2022,Books,59.61
TXN_067672,CUST_05997,04-08-2024,Books,47.65
TXN_028287,CUST_02536,01-09-2024,Electronics,361.67
TXN_011100,CUST_00972,27-12-2024,Books,92.57
TXN_047791,CUST_04257,19-06-2022,Books,21.21
TXN_019867,CUST_01767,01-08-2024,Sports,349.66
TXN_034450,CUST_03093,02-03-2024,Books,32.25
TXN_030323,CUST_02714,04-08-2024,Home & Garden,160.23
TXN_053295,CUST_04724,07-08-2023,Books,22.97
TXN_045287,CUST_04050,02-10-2022,Sports,201.94
